id,revenue
3001,4681238.213014639
3002,1532116.593165606
3003,8921669.053205183
3004,15165959.863715734
3005,899119.018952805
3006,1553573.327383888
3007,2687171.4485841105
3008,34443027.77032932
3009,23396408.459583275
3010,476014639.4872732
3011,328530.7172495186
3012,124966.85438013401
3013,30165820.351362333
3014,427630.11684661376
3015,23640831.54421848
3016,49953.967647136655
3017,93535598.04699378
3018,194551089.20354426
3019,11885052.578706916
3020,468597991.47193277
3021,22513715.82097747
3022,26418029.80597466
3023,75529.67776412923
3024,11189700.4425613
3025,297173.57601980644
3026,91225193.70292036
3027,3543455.4538520575
3028,112270965.23551166
3029,209065.90619492673
3030,15289590.273916524
3031,5373203.606359018
3032,3511383.958943805
3033,2564.7425138843682
3034,260143.5493544212
3035,296722.418888141
3036,32734875.864921123
3037,50627638.08310271
3038,29796429.990876783
3039,6855894.789762666
3040,1952546.7498735958
3041,19072845.723110095
3042,2910502.606397949
3043,5363077.926032873
3044,2123416.9359391113
3045,618580914.0581052
3046,1006082.1759096879
3047,839534.3851133764
3048,23766838.377257325
3049,35515609.70041051
3050,38300766.44694672
3051,450.19884256235105
3052,18640896.616913363
3053,124928.601146472
3054,146549.69310346714
3055,45941809.390939094
3056,50127.20898938294
3057,14205268.612838322
3058,226246482.45133394
3059,404077.65972009744
3060,87638183.85547781
3061,29337510.896038108
3062,5100829.161391752
3063,8813452.606980368
3064,42241132.23318745
3065,46447744.24706848
3066,40594365.42447196
3067,113333.08626066582
3068,93065548.19522537
3069,270651898.10663664
3070,792589.1821612616
3071,3374527.5672262385
3072,438397173.82760996
3073,3154058.996102627
3074,303615.597166953
3075,78682343.25922994
3076,128354381.11158377
3077,2637389.6406325744
3078,85898665.01597895
3079,35567201.676620394
3080,161633543.85242495
3081,15636495.021582043
3082,3043527.888487907
3083,7925740.501301824
3084,1634.7365611138125
3085,18900219.26595261
3086,63081543.20185464
3087,48052.4191064771
3088,415208.96032764483
3089,1816.0121208593434
3090,44474753.8185347
3091,12934204.54112135
3092,2275459.540375545
3093,204344675.57810816
3094,134194806.02945642
3095,31862419.652175836
3096,1503775.672550765
3097,495136337.2115967
3098,29369702.509685554
3099,49107140.27826932
3100,8070318.315241312
3101,12295329.627093408
3102,128047.85301332021
3103,1218154.3845837645
3104,1638976.4217569716
3105,52840912.609501876
3106,65144094.74070094
3107,33375284.383990753
3108,7265288.171284669
3109,9290063.801310664
3110,371176251.68543035
3111,2003473.293348008
3112,114836.04059619104
3113,2241858.8597627897
3114,17976878.890973702
3115,12261552.87507097
3116,6273805.8483812185
3117,596098.4168493514
3118,561154.8184734391
3119,311906082.3501395
3120,31959855.098438397
3121,248818.82507402828
3122,6170649.047174173
3123,19687014.710372888
3124,454413.75151487516
3125,555558.2967658774
3126,29656789.3025813
3127,11394196.604500083
3128,19856390.522882793
3129,286472835.38260925
3130,11624563.982090047
3131,948519.2464262128
3132,9683074.641959848
3133,926622.7361634971
3134,13063592.709612228
3135,2302233.6437193174
3136,4237942.01400567
3137,22683656.02652521
3138,573591.4585027103
3139,15276997.961412719
3140,150527979.80804333
3141,6958193.8207516195
3142,477820.3379845453
3143,233594043.7719039
3144,4416393.42789965
3145,1558902.9671121887
3146,1186934.3499017442
3147,4797691.607122217
3148,866011.2053517442
3149,14996829.724550804
3150,53874457.07593628
3151,12250695.90892553
3152,36770461.28491162
3153,670230.434826608
3154,2726816.689990339
3155,33337454.040221497
3156,3981843.8882259396
3157,15540527.199381605
3158,203562101.33206204
3159,5492079.673671642
3160,18627657.42995404
3161,224027.78789479405
3162,2062870.807659507
3163,114955265.21563283
3164,1647565.0282681396
3165,108676.41841806793
3166,167979.61531489075
3167,76909741.31281263
3168,733479.3688995374
3169,21544959.199814238
3170,9204345.258356009
3171,19797665.612468615
3172,39854234.39036935
3173,778548.8266834258
3174,189363.8261566473
3175,10492485.782172017
3176,75099841.85219817
3177,102460341.56087397
3178,1665523.643854366
3179,8099813.025028098
3180,1316772.5050460487
3181,271405.30282551516
3182,172545128.66967008
3183,27309989.310618326
3184,35038267.56560606
3185,81354457.19695541
3186,54584656.11743085
3187,2239166.765499389
3188,13877253.039921526
3189,93093332.55416973
3190,20399486.89349231
3191,5884664.132432838
3192,3350090.1607891945
3193,204319225.2111218
3194,48132206.59449575
3195,68574.08297619461
3196,5442792.3220710065
3197,12377477.886383867
3198,43061090.214433566
3199,272047733.3652786
3200,7172922.621780703
3201,2506383.3447722555
3202,11289779.375279278
3203,1885132.6975485813
3204,3953015.745375093
3205,944186.3823228676
3206,15349369.535649853
3207,44268570.04627448
3208,652814.4449705367
3209,5928401.716224728
3210,671466139.6979351
3211,672769.1072092868
3212,72343038.6111708
3213,21906100.338393126
3214,2716672.402224231
3215,1410659.7911520782
3216,5433966.276406398
3217,329068769.45156175
3218,8192163.027072042
3219,118257.24654821286
3220,107662509.79526119
3221,12273265.63376329
3222,390870.8974267144
3223,25361084.746998362
3224,1044.0874103305919
3225,1995403.1571470513
3226,15023805.15691045
3227,66660220.32629593
3228,89036808.3958818
3229,215321511.08982134
3230,31378184.570753127
3231,19382706.80545488
3232,17479275.98433723
3233,3891588.464733472
3234,4275549.972737671
3235,482207.761452583
3236,88152.18000298402
3237,14217639.512150295
3238,1265912.3115555437
3239,53279.84871922496
3240,259341459.3763672
3241,3086162.1362629635
3242,6779251.235365797
3243,3142357.7867352325
3244,736751.0247351978
3245,181840.8458182015
3246,10648732.531125426
3247,8288638.755592891
3248,66913783.58237248
3249,35967399.87558495
3250,382413975.8097421
3251,796000.5377915932
3252,19109394.20670707
3253,92253559.02462187
3254,639841.0624838362
3255,86081.31278816797
3256,8200389.89378646
3257,2711581.176169685
3258,11631157.647330582
3259,30556505.049118623
3260,792553.8509117239
3261,505204347.2116556
3262,14334208.892833052
3263,382155.58677147666
3264,126174.68256633692
3265,36782.43396902619
3266,156287.94873700637
3267,27440114.18170199
3268,65762.00240899692
3269,37683463.33380067
3270,31375618.596425958
3271,2535271.178373509
3272,7199429.819300627
3273,14447058.347775377
3274,458372275.2781055
3275,17801444.42393738
3276,197228.03243662865
3277,14933903.930446105
3278,27023777.3723607
3279,5271448.38731482
3280,360569643.3379136
3281,364384.5374620737
3282,3663224.786439813
3283,221315248.28317177
3284,33384043.028011568
3285,58776266.512811445
3286,558549.0357700771
3287,2970441.815428586
3288,9676321.901263574
3289,85976748.83632751
3290,38952276.557827584
3291,69399092.55942827
3292,152380400.63249388
3293,43834906.38642525
3294,2148412.7985739303
3295,10471678.145147745
3296,65303.778656067756
3297,1478840.443618721
3298,49159416.17704345
3299,2117950.943009807
3300,29706144.92518517
3301,194065.6652519696
3302,6125905.084681997
3303,726705.7670202197
3304,7280386.673522865
3305,57246892.856884316
3306,731384.9794966269
3307,19980282.25651973
3308,11432383.951266777
3309,312667.40616029885
3310,3987253.5436934214
3311,5333713.887382306
3312,760450.9718052152
3313,39845615.39702068
3314,25953153.354543164
3315,65566070.83906229
3316,31218473.39412913
3317,115407.39671503517
3318,54663.962624481515
3319,10084750.831954928
3320,9961289.787878977
3321,3322086.6280532284
3322,2465973.218196545
3323,132882543.18905485
3324,4514828.013469654
3325,103945014.42592183
3326,349662066.77204937
3327,57325090.2762036
3328,27418272.593189903
3329,3181258.4489246896
3330,132899670.21593456
3331,1100553.2045608724
3332,83506566.25001845
3333,327170901.3670701
3334,1620564.27050207
3335,22759722.48635274
3336,3198484.2643791595
3337,40104.25941525162
3338,11978918.820053797
3339,1223848.1378172936
3340,96939555.73154905
3341,4895801.508729129
3342,49581604.86256136
3343,102088962.09941259
3344,1214714.3860970645
3345,1769896.3793313564
3346,18420770.541587356
3347,72412.0291996933
3348,12534570.154786363
3349,81383236.29500441
3350,406632398.13952136
3351,10326675.52135392
3352,2335668.140009717
3353,72304606.58009839
3354,3114077.9128209082
3355,3366083.479838753
3356,8331295.947600851
3357,378631.5442931458
3358,18543034.502495766
3359,15471452.06987762
3360,10178299.041853547
3361,70755383.09390773
3362,9167784.36143166
3363,2230891.9353882885
3364,15802062.548280483
3365,488481.45025875245
3366,96833578.01568729
3367,76065642.20254253
3368,1750862.232186436
3369,23534090.793143377
3370,68079307.47792867
3371,47265796.47870195
3372,38710591.36877579
3373,38084730.12617828
3374,4623724.271179684
3375,75261915.69051072
3376,29632769.219682433
3377,8778161.907870725
3378,11687994.539038785
3379,156152701.6216057
3380,35923482.35980471
3381,856538.9815258943
3382,338523.51605158055
3383,1938145.906785009
3384,17771543.364797432
3385,63428732.46685666
3386,472515.0734046333
3387,3643544.4320472707
3388,158233151.0760655
3389,568014744.7592537
3390,5441413.316216785
3391,9425652.799665894
3392,11728765.271768866
3393,13540374.99782611
3394,22938582.97325277
3395,177083177.8872332
3396,7385025.563057677
3397,261050.75324547285
3398,329264979.3074217
3399,74489669.8275119
3400,10867274.106361723
3401,2506679.3364035613
3402,292169.4928009363
3403,83706822.22134063
3404,13577577.855175402
3405,6925451.746155107
3406,42048599.08107023
3407,189863536.2803501
3408,22553788.30465348
3409,2369286.169851845
3410,27162008.153777402
3411,60940507.66321182
3412,10226273.8232711
3413,9235246.609620828
3414,509656.67491934256
3415,6160515.80523349
3416,42779417.96140361
3417,107372028.78108968
3418,42114630.254159555
3419,348484049.45643985
3420,437071.4810528214
3421,17634965.121973265
3422,682556.2743131681
3423,436117674.07656854
3424,183507.47634416854
3425,1483705.0333772886
3426,9650805.45916589
3427,40062234.82819244
3428,3305709.8866190463
3429,34637403.017647445
3430,376072573.9875616
3431,1748713.7789619637
3432,3356185.072711386
3433,22246556.65586852
3434,2246223.7455958794
3435,270245306.5677936
3436,187781093.3592398
3437,445585.790572396
3438,17073294.789102595
3439,40249359.05450937
3440,29516362.024352938
3441,81556258.91976751
3442,1293510.87367342
3443,788760.0474645786
3444,146128.40129574612
3445,85823688.72492106
3446,198634.62468670876
3447,5051249.533547574
3448,14910531.932266274
3449,14812700.342994776
3450,102442343.9961321
3451,21530780.569810376
3452,27880257.314357877
3453,68967525.03144301
3454,18368445.689872343
3455,3748759.908716811
3456,93796641.33820456
